"File","Nested","ContainerJar","Loader","ModIds","DisplayName","Version","Authors","Credits","LicenseDeclared","LicenseNormalized","LicenseCategory","Homepage","IssueTracker","BundledLicenseFiles","LicenseFileCount","RootLicenseFiles","ComponentLicenseFiles","AmbiguousLicenseFiles","SplitLicenseHint","SniffedLicenseFiles","Sha1","PackVersion","ModrinthProjectId","ModrinthSlug","ModrinthTitle","ModrinthLicenseId","ModrinthLicenseName","ModrinthLicenseUrl","ModrinthLicenseCategory","ModrinthUrl","LicenseAgreement"
"prickle-neoforge-1.21.1-21.1.11.jar","False","","NeoForge","prickle, neoforge, minecraft","PrickleMC","21.1.11","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Spencer Gilbert, Tobias Ward, Solorah, Pongo Sapiens, noobanidus, Darkosto","LGPL 2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/prickle","https://github.com/Darkhax-Minecraft/PrickleMC/issues","license_prickle.txt","1","license_prickle.txt","","","False","","5174059ecf97340a0de5ef211b938de26c4eaa36","v0.0.1-Alpha","aaRl8GiW","prickle","Prickle","LGPL-2.1-only","GNU Lesser General Public License v2.1 only","","Weak copyleft","https://modrinth.com/mod/prickle","Match"
"Prism-1.21.1-neoforge-1.0.11.jar","False","","NeoForge","prism, neoforge, minecraft","Prism","1.0.11","Grend","","CC BY-NC-ND 4.0","CC BY-NC-ND","CC (no derivatives)","https://anthonyhilyard.com/","","","0","","","","False","","1ae6f7be2ba8f963344dbf27e552920a7bc7a35f","v0.0.1-Alpha","1OE8wbN0","prism-lib","Prism","CC-BY-NC-ND-4.0","Creative Commons Attribution Non Commercial No Derivatives 4.0 International","","CC (no derivatives)","https://modrinth.com/mod/prism-lib","Match"
"ProbeJS-8.0.3.jar","False","","NeoForge","probejs, neoforge, minecraft, kubejs","ProbeJS","8.0.3","Prunoideae","","GPLv3","GPL","Strong copyleft","","https://github.com/Prunoideae/ProbeJS","","0","","","","False","","f0529482eff9596fa01de8a34abdce50529bdf55","v0.0.1-Alpha","JJNYRb4B","probejs","ProbeJS","LGPL-2.1-only","GNU Lesser General Public License v2.1 only","","Weak copyleft","https://modrinth.com/mod/probejs","MISMATCH"
"productivebees-1.21.1-13.13.5.jar","False","","NeoForge","productivebees, neoforge, minecraft, productivelib, geckolib","Productive Bees","1.21.1-13.13.5","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","0","","","","False","","31f7bb1567fdbb508db133f5b094d5d0d293030d","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"productivefarming-1.21.1-0.5.2.jar","False","","NeoForge","productivefarming, neoforge, minecraft, productivelib, productivebees","Productive Farming","1.21.1-0.5.2","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","0","","","","False","","8277bd447b89589c54eea1a91c76a689dcbecf12","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"productivemetalworks-1.21.1-1.15.0.jar","False","","NeoForge","productivemetalworks, neoforge, minecraft, productivelib, productivebees","Productive Metalworks","1.21.1-1.15.0","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://github.com/JDKDigital/productivemetalworks/issues","","0","","","","False","","994781120d75e17c21851d1d3c5a2789a006eb49","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"productivetrees-1.21.1-1.0.0.jar","False","","NeoForge","productivetrees, neoforge, minecraft, productivelib, productivebees, treetap","Productive Trees","1.21.1-1.0.0","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","0","","","","False","","f3c4f098e50b519a186230c328bad20f91659044","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"ProjectE-1.21.1-PE1.1.0.jar","False","","NeoForge","projecte, minecraft, neoforge, mekanism","ProjectE","1.1.0","SinKillerJ, MaPePeR, williewillus, Lilylicious, pupnewfster","EE2 creator - x3n0ph0b3, EE2 GUI Textures - MidnightLightning, Former Texture Artist - Magic Banana","MIT","MIT","Permissive","https://github.com/sinkillerj/ProjectE","https://github.com/sinkillerj/ProjectE/issues","","0","","","","False","","24fb5997727453a15e956522761a3f586e646c2a","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"PuzzlesLib-v21.1.52-1.21.1-NeoForge.jar","False","","NeoForge","puzzleslib, neoforge, minecraft","Puzzles Lib","21.1.52","Fuzs","","MPL-2.0","MPL-2.0","Weak copyleft","https://github.com/Fuzss/puzzleslib","https://github.com/Fuzss/puzzleslib/issues","","0","","","","False","","66182c3affb9f99624d1d770ca168d2a63af83f6","v0.0.1-Alpha","QAGBst4M","puzzles-lib","Puzzles Lib","MPL-2.0","Mozilla Public License 2.0","","Weak copyleft","https://modrinth.com/mod/puzzles-lib","Match"
"pylons-1.21.1-5.4.2.jar","False","","NeoForge","pylons, neoforge, minecraft","Pylons","5.4.2","","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/pylons","https://github.com/jeremiahwinsley/pylons/issues","","0","","","","False","","7a17b8fda2557c9466bc871403ba3b6ea5990e58","v0.0.1-Alpha","A82glthi","pylons","Pylons","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/pylons","Match"
"Quark-4.1-481.jar","False","","NeoForge","quark, neoforge, zeta, biolith, lootr","Quark","4.1-481","Vazkii, WireSegal, MCVinnyq, Sully","","https://github.com/VazkiiMods/Quark/blob/master/LICENSE.md","https://github.com/VazkiiMods/Quark/blob/master/LICENSE.md","Custom (URL)","","https://github.com/VazkiiMods/Quark","","0","","","","False","","20ca15ad273d2476b7339f395f33968960da4c2b","v0.0.1-Alpha","qnQsVE2z","quark","Quark","CC-BY-NC-SA-3.0","Creative Commons Attribution Non Commercial Share Alike 3.0 Unported","","CC (non-commercial)","https://modrinth.com/mod/quark","MISMATCH"
"railways-0.3.0-beta+neoforge-mc1.21.1.jar","False","","NeoForge","railways, neoforge, minecraft, create, hexcasting, voicechat","Create: Steam 'n' Rails 1.21.1","0.3.0-beta+neoforge-mc1.21.1","PoppyBlossom, Chameleon538, gblfxt","","LGPL-3.0 license","LGPL","Weak copyleft","","https://github.com/Porters-of-Railways/Railway-1.21.1/issues","","0","","","","False","","ad4be9a8c1da84e77f8113eefa394833d6305309","v0.0.1-Alpha","L3Jv0QZI","create-steam-n-rails-1.21.1","Steam 'n' Rails Neoforge","LGPL-3.0-or-later","GNU Lesser General Public License v3.0 or later","","Weak copyleft","https://modrinth.com/mod/create-steam-n-rails-1.21.1","Match"
"Rainbows-1.21-1.5.jar","False","","NeoForge","rainbows, tfc, aether, aether_ii, neoforge, minecraft","Rainbows","1.5","Verph","","BSD 2","BSD","Permissive","https://www.curseforge.com/minecraft/mc-mods/rainboows","","","0","","","","False","","82a789be56ea483e0ca94454c780da0b47e937d1","v0.0.1-Alpha","MdWygI5q","rainboows","Rainbows","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","","Permissive","https://modrinth.com/mod/rainboows","Match"
"rechiseled-1.2.5-neoforge-mc1.21.jar","False","","NeoForge","rechiseled, neoforge, minecraft, supermartijn642corelib, supermartijn642configlib, fusion","Rechiseled","1.2.5","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/rechiseled","https://github.com/SuperMartijn642/Rechiseled/issues","","0","","","","False","","ed2973c6952caa3173259314276b5b9d72880494","v0.0.1-Alpha","B0g2vT6l","rechiseled","Rechiseled","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/rechiseled","Match"
"rechiseledcreate-1.1.1-neoforge-mc1.21.jar","False","","NeoForge","rechiseledcreate, neoforge, minecraft, supermartijn642corelib, rechiseled, create","Rechiseled: Create","1.1.1","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/rechiseled","https://github.com/SuperMartijn642/Rechiseled/issues","","0","","","","False","","6f7e53f39eb477d7cee8e21af215cd3db698deda","v0.0.1-Alpha","E6867niZ","rechiseled-create","Rechiseled: Create","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/rechiseled-create","Match"
"redstonepen-1.21-neoforge-1.11.42.jar","False","","NeoForge","redstonepen, neoforge, minecraft","Redstone Pen","1.11.42","wilechaote","The Smiths and Weavers of the World.","MIT","MIT","Permissive","https://github.com/stfwi/redstonepen","https://github.com/stfwi/redstonepen/issues/","","0","","","","False","","4c9a706061c0e303a02431905a4fbb63c28d14be","v0.0.1-Alpha","DwE83ioX","redstonepen","Redstone Pen","MIT","MIT License","","Permissive","https://modrinth.com/mod/redstonepen","Match"
"reeses-sodium-options-neoforge-2.2.3+mc1.21.1.jar","False","","NeoForge","reeses_sodium_options, minecraft, sodium, controlify, sodiumoptionsapi","Reese's Sodium Options","2.2.3+mc1.21.1","FlashyReese","","MIT","MIT","Permissive","","","LICENSE.txt","1","LICENSE.txt","","","False","","904f815b1f5c48703c354d432fcbc3531022337f","v0.0.1-Alpha","Bh37bMuy","reeses-sodium-options","Reese's Sodium Options","MIT","MIT License","","Permissive","https://modrinth.com/mod/reeses-sodium-options","Match"
"refinedstorage-jei-integration-neoforge-1.0.0.jar","False","","NeoForge","refinedstorage_jei_integration, refinedstorage, jei","Refined Storage - JEI Integration","1.0.0","Refined Mods","","MIT","MIT","Permissive","https://refinedmods.com/refined-storage/addons/just-enough-items.html","https://github.com/refinedmods/refinedstorage-jei-integration","LICENSE.md","1","LICENSE.md","","","False","","40dd3e88285159c99d32f6b677af4d214f58b906","v0.0.1-Alpha","VzR5wiLo","refined-storage-jei-integration","Refined Storage - JEI Integration","MIT","MIT License","","Permissive","https://modrinth.com/mod/refined-storage-jei-integration","Match"
"refinedstorage-neoforge-2.0.9.jar","False","","NeoForge","refinedstorage, neoforge","Refined Storage","2.0.9","Refined Mods","","MIT","MIT","Permissive","https://refinedmods.com/refined-storage","https://github.com/refinedmods/refinedstorage2","LICENSE.md","1","LICENSE.md","","","False","","59d8e734ccb6eaab4cdf04093c55872af7a3e23a","v0.0.1-Alpha","KDvYkUg3","refined-storage","Refined Storage","MIT","MIT License","","Permissive","https://modrinth.com/mod/refined-storage","Match"
"refinedstorage-quartz-arsenal-neoforge-1.0.8.jar","False","","NeoForge","refinedstorage_quartz_arsenal, refinedstorage","Refined Storage - Quartz Arsenal","1.0.8","Refined Mods","","MIT","MIT","Permissive","https://refinedmods.com/refined-storage/addons/quartz-arsenal.html","https://github.com/refinedmods/refinedstorage-quartz-arsenal","LICENSE.md","1","LICENSE.md","","","False","","510c20c2b4531ceaa99f19ba6bc4671650df7a81","v0.0.1-Alpha","gnwGOmBf","refined-storage-quartz-arsenal","Refined Storage - Quartz Arsenal","MIT","MIT License","","Permissive","https://modrinth.com/mod/refined-storage-quartz-arsenal","Match"
"refurbished_furniture-neoforge-1.21.1-1.0.22.jar","False","","NeoForge","refurbished_furniture, neoforge, minecraft, framework","MrCrayfish's Furniture Mod: Refurbished","1.0.22","MrCrayfish","","MIT","MIT","Permissive","https://mrcrayfish.com/mods/furniture_refurbished","","LICENSE_refurbished_furniture","1","LICENSE_refurbished_furniture","","","False","","6c209e6b755ff26218efd55aedf2dea49183d29b","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"regions-unexplored-0.6.1-neoforge-21.1.jar","False","","NeoForge","lithostitched, regions_unexplored","Regions Unexplored","0.6.1","Apollo, UHQ_Games","Contributors: KelloVerra (Texture Artist), KirboSoftware, voidsongdragonfly","All Rights Reserved","All Rights Reserved","ARR - check terms","https://modrinth.com/mod/regions-unexplored","https://github.com/Apollounknowndev/RegionsUnexplored/issues","","0","","","","False","","f238d4e0dee45e9ccbb5fea7c9c3c65017160fee","v0.0.1-Alpha","Tkikq67H","regions-unexplored","Regions Unexplored","MIT","MIT License","","Permissive","https://modrinth.com/mod/regions-unexplored","MISMATCH"
"relics-1.21.1-0.12.8.jar","False","","NeoForge","relics, minecraft, neoforge, curios, octolib","Relics","0.12.8","SSKirillSS","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/relics-mod","https://discord.gg/pHren9yxzW","","0","","","","False","","1fe7d57ebfa56ebd0aeecfed01075f8b55b94ef7","v0.0.1-Alpha","OCJRPujW","relics-mod","Relics","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/relics-mod","Match"
"reliquified_artifacts-1.21.1-1.0.7.jar","False","","NeoForge","reliquified_artifacts, minecraft, neoforge, curios, octolib, artifacts, relics","reliquified_artifacts","1.0.7","Octo-Studios","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/reliquified_artifacts","https://discord.gg/pHren9yxzW","","0","","","","False","","b05a777e47d17c645aab551a3ccb759340530a51","v0.0.1-Alpha","GnU07giL","reliquified-artifacts","Reliquified Artifacts","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/reliquified-artifacts","Match"
"resourcefulconfig-neoforge-1.21-3.0.11.jar","False","","NeoForge","resourcefulconfig, neoforge, minecraft","Resourcefulconfig","3.0.11","","","MIT","MIT","Permissive","","https://github.com/Team-Resourceful/Resourceful-Config/issues","","0","","","","False","","6bf2b6ea9c071c00a2abcdc552667fb6f7d21031","v0.0.1-Alpha","M1953qlQ","resourceful-config","Resourceful Config","MIT","MIT License","","Permissive","https://modrinth.com/mod/resourceful-config","Match"
"resourcefullib-neoforge-1.21-3.0.12.jar","False","","NeoForge","resourcefullib, neoforge, minecraft","Resourceful Lib","3.0.12","ThatGravyBoat, Epic_Oreo","","MIT","MIT","Permissive","","https://github.com/Team-Resourceful/ResourcefulLib/issues/new/choose","","0","","","","False","","24389c8e48ff0e8594e4686b750c494c66a5f8df","v0.0.1-Alpha","G1hIVOrD","resourceful-lib","Resourceful Lib","MIT","MIT License","","Permissive","https://modrinth.com/mod/resourceful-lib","Match"
"revelationary-neoforge-1.5.0+1.21.1.jar","False","","NeoForge","revelationary, neoforge, minecraft","Revelationary","1.5.0+1.21.1","DaFuqs","","lGPL3","LGPL","Weak copyleft","https://github.com/DaFuqs/Revelationary","https://github.com/DaFuqs/Revelationary/issues","LICENSE.md_revelationary-neoforge","1","LICENSE.md_revelationary-neoforge","","","False","","e87eb734a2e549e73b91ad1dd0cfa024208e47cd","v0.0.1-Alpha","eXrl5E3G","revelationary","Revelationary","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/revelationary","Match"
"rftoolsbase-1.21-6.0.11.jar","False","","NeoForge","rftoolsbase, neoforge, mcjtylib","RFToolsBase","${file.jarVersion}","McJty","","MIT License https://github.com/McJtyMods/RFToolsBase/blob/1.16/LICENCE","MIT","Permissive","http://github.com/McJtyMods/RFToolsBase/","http://github.com/McJtyMods/RFToolsBase/issues","","0","","","","False","","9614bdc12d6c633801b254a983d30dd4cbeb5aee","v0.0.1-Alpha","hIO8IsD8","rftools-base","RFTools Base","MIT","MIT License","","Permissive","https://modrinth.com/mod/rftools-base","Match"
"rhino-2101.2.7-build.85.jar","False","","NeoForge","rhino","Rhino","2101.2.7-build.85","latvian.dev, Mozilla","","MPL-2.0","MPL-2.0","Weak copyleft","https://kubejs.com","https://kubejs.com/support?source=rhino&mc=2101&loader=neoforge","","0","","","","False","","3c8d34c7efe9e42fc90506acbf9fc842d36f9a42","v0.0.1-Alpha","sk9knFPE","rhino","Rhino","MPL-2.0","Mozilla Public License 2.0","","Weak copyleft","https://modrinth.com/mod/rhino","Match"
"ritchiesprojectilelib-2.1.2+mc.1.21.1-neoforge.jar","False","","NeoForge","ritchiesprojectilelib, neoforge, minecraft","Ritchie's Projectile Library","2.1.2","rbasamoyai","","MIT License","MIT","Permissive","","https://github.com/Wagers-of-Industrial-Warfare/RitchiesProjectileLib/issues","","0","","","","False","","ec2e4996f8bee8714173e603e379fef8a6901765","v0.0.1-Alpha","B3pb093D","rpl","Ritchie's Projectile Library","MIT","MIT License","","Permissive","https://modrinth.com/mod/rpl","Match"
"sable-neoforge-1.21.1-2.0.3.jar","False","","NeoForge","sable, neoforge, minecraft, flywheel, create, sablecompanion, sodium, scalablelux, littletiles","Sable","2.0.3","RyanHCode","Ocelot, Eriksonn, Cyvack, Bee, Kyan, Cake, Rhyguy1","PolyForm Shield License 1.0.0","PolyForm Shield License 1.0.0","Custom - review manually","","https://github.com/ryanhcode/sable/issues","LICENSE.md","1","LICENSE.md","","","False","","f3ba9a497122ba29d9e94ebe6f9a3a3aaa5fa756","v0.0.1-Alpha","T9PomCSv","sable","Sable","LicenseRef-PolyForm-Shield-License-1.0.0","","https://github.com/ryanhcode/sable/blob/main/LICENSE.md","Custom (LicenseRef)","https://modrinth.com/mod/sable","ModrinthCustom"
"ScalableCatsForce-NeoForge-3.7.1-build-11-with-library.jar","False","","Unknown / not a mod","","","","","","","UNDECLARED","Unknown","","","LICENSE; NOTICE","2","LICENSE; NOTICE","","","False","","b96d133a016dde480458d6102d66353c7eeacf6a","v0.0.1-Alpha","zr0QMQMo","scalable-cats-force","Scalable Cat's Force","Apache-2.0","Apache License 2.0","","Permissive","https://modrinth.com/mod/scalable-cats-force","JarUndeclared"
"Searchables-neoforge-1.21.1-1.0.2.jar","False","","NeoForge","searchables, neoforge, minecraft","Searchables","1.0.2","Jaredlll08","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/searchables","https://github.com/jaredlll08/searchables/issues","LICENSE","1","LICENSE","","","False","","5b8a0b43a474c066371b2e16f9bfb88622552a74","v0.0.1-Alpha","fuuu3xnx","searchables","Searchables","MIT","MIT License","","Permissive","https://modrinth.com/mod/searchables","Match"
"silent-gear-1.21.1-neoforge-4.2.1.1.jar","False","","NeoForge","silentgear, neoforge, minecraft, silentlib","Silent Gear","4.2.1.1","SilentChaos512","","MIT","MIT","Permissive","https://github.com/SilentChaos512/Silent-Gear/blob/1.21.x/README.md","https://github.com/SilentChaos512/Silent-Gear/issues","","0","","","","False","","928064b09748d6e963077c114d65f5ce79aff581","v0.0.1-Alpha","73mSSnCf","silent-gear","Silent Gear","MIT","MIT License","","Permissive","https://modrinth.com/mod/silent-gear","Match"
"silent-lib-1.21.1-neoforge-10.6.0.jar","False","","NeoForge","silentlib, neoforge, minecraft","Silent Lib","10.6.0","SilentChaos512","","MIT","MIT","Permissive","https://github.com/SilentChaos512/SilentLib/blob/1.21.x/README.md","https://github.com/SilentChaos512/SilentLib/issues","","0","","","","False","","991055113a165bef7d0b620c091165d55f7dbb24","v0.0.1-Alpha","BQhuHQo4","silent-lib","Silent Lib","MIT","MIT License","","Permissive","https://modrinth.com/mod/silent-lib","Match"
"silentgems-1.21.1-neoforge-5.1.3.jar","False","","NeoForge","silentgems, neoforge, minecraft, silentgear","Silent's Gems","5.1.3","SilentChaos512","","MIT","MIT","Permissive","https://github.com/SilentChaos512/SilentGems/blob/1.21.x/README.md","https://github.com/SilentChaos512/SilentGems/issues","","0","","","","False","","a296507e45f2a71cfc1e6cfcc6692340c4c4d913","v0.0.1-Alpha","Y036wakZ","silents-gems","Silent's Gems","MIT","MIT License","","Permissive","https://modrinth.com/mod/silents-gems","Match"
"simulatedcoasters-0.1.3.jar","False","","NeoForge","simulatedcoasters, neoforge, minecraft, create, flywheel, sable","Create: Coasters Simulated","0.1.3","","","MIT","MIT","Permissive","","","","0","","","","False","","bb566a54e1c6e3e13a465ec32e319f61c5637ed2","v0.0.1-Alpha","W1ZUfWdr","create-coasters-simulated","Create: Coasters Simulated","MIT","MIT License","","Permissive","https://modrinth.com/mod/create-coasters-simulated","Match"
"skinlayers3d-neoforge-1.11.2-mc1.21.1.jar","False","","NeoForge","skinlayers3d, minecraft, neoforge","3d-Skin-Layers","1.11.2","tr7zw","","tr7zw Protective License","tr7zw Protective License","Custom - review manually","https://modrinth.com/mod/3dskinlayers","https://github.com/tr7zw/3d-skin-layers/issues","LICENSE","1","LICENSE","","","False","","d688d428ba72a5bd57b44d8954793c59d8576838","v0.0.1-Alpha","zV5r3pPn","3dskinlayers","3D Skin Layers","LicenseRef-tr7zw-Protective-License","","https://github.com/tr7zw/3d-Skin-Layers/blob/1.17/LICENSE","Custom (LicenseRef)","https://modrinth.com/mod/3dskinlayers","ModrinthCustom"
"sky_aesthetics-neoforge-2.0.13-beta.jar","False","","NeoForge","sky_aesthetics, neoforge, minecraft","Sky Aesthetics","2.0.13-beta","The Stellaris Team","","Insert License Here","Insert License Here","Custom - review manually","","https://github.com/TathanDev/SkyAesthetics/issues","","0","","","","False","","d3c8c031770bdced5bd59fc8071cc9a13c81f1cd","v0.0.1-Alpha","2zaNpyqY","sky-aesthetics","Sky Aesthetics","MIT","MIT License","","Permissive","https://modrinth.com/mod/sky-aesthetics","MISMATCH"
"sliceanddice-neoforge-4.3.2.jar","False","","NeoForge","sliceanddice, neoforge, minecraft, kotlinforforge, atmosphere, create, create_enchantment_industry","Create Slice & Dice","4.3.2","possible_triangle","","https://github.com/pssbletrngle/sliceanddice/blob/main/1.21.x/LICENSE.md","https://github.com/pssbletrngle/sliceanddice/blob/main/1.21.x/LICENSE.md","Custom (URL)","","https://github.com/pssbletrngle/sliceanddice/issues","LICENSE_Create Slice & Dice.md","1","LICENSE_Create Slice & Dice.md","","","False","","ba4a47438623e78739d125b733971121ad14915e","v0.0.1-Alpha","GmjmRQ0A","slice-and-dice","Create Slice & Dice","LicenseRef-Custom","","https://github.com/PssbleTrngle/SliceAndDice/blob/1.19.x/LICENSE.txt","Custom (LicenseRef)","https://modrinth.com/mod/slice-and-dice","ModrinthCustom"
"SmartBrainLib-neoforge-1.21.1-1.16.11.jar","False","","NeoForge","smartbrainlib, neoforge, minecraft","SmartBrainLib","1.16.11","Tslat","","MPL-2.0","MPL-2.0","Weak copyleft","","https://github.com/Tslat/SmartBrainLib/issues","","0","","","","False","","0310135a01eeceefbc7f1ab017498a65f3ad6836","v0.0.1-Alpha","PuyPazRT","smartbrainlib","SmartBrainLib","MPL-2.0","Mozilla Public License 2.0","","Weak copyleft","https://modrinth.com/mod/smartbrainlib","Match"
"smarterfarmers-1.21-2.2.4-neoforge.jar","False","","NeoForge","smarterfarmers, neoforge, minecraft, moonlight","Smarter Farmers","1.21-2.2.4","MehVahdJukaar","MehVahdJukaar","Supplementaries Team License v.1.4","Supplementaries Team License v.1.4","Custom - review manually","","https://github.com/MehVahdJukaar/smarter_farmers/issues","","0","","","","False","","49e58b648cfe1e5d6623b1b2c3ce5aca0b8c08df","v0.0.1-Alpha","Bh6ZOMvp","smarter-farmers-farmers-replant","Smarter Farmers (farmers replant)","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/smarter-farmers-farmers-replant","MISMATCH"
"sodium-extra-neoforge-0.9.3+mc1.21.1.jar","False","","NeoForge","sodium_extra, minecraft, sodium, greenlight","Sodium Extra","0.9.3+mc1.21.1","FlashyReese","","LGPLv3","LGPL","Weak copyleft","","","LICENSE.txt","1","LICENSE.txt","","","False","","3aaac7712521b477acc73757459b3883c4e0bbda","v0.0.1-Alpha","PtjYWJkn","sodium-extra","Sodium Extra","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/sodium-extra","Match"
"sodium-neoforge-0.8.12+mc1.21.1.jar","False","","NeoForge","sodium, minecraft, neoforge, embeddium","Sodium","0.8.12+mc1.21.1","JellySquid (jellysquid3), IMS212","bytzo, PepperCode1, FlashyReese, altrisi, Grayray75, Madis0, Johni0702, comp500, coderbot16, Moulberry, MCRcortex, Altirix, embeddedt, pajicadvance, Kroppeb, douira, burgerindividual, TwistedZero, Leo40Git, haykam821, muzikbike","Polyform-Shield-1.0.0","Polyform-Shield-1.0.0","Custom - review manually","","","LICENSE.md","1","LICENSE.md","","","False","","762251ab3d6825d5accfd89c3f02f1145376105e","v0.0.1-Alpha","AANobbMI","sodium","Sodium","LicenseRef-Polyform-Shield-1.0.0","","https://github.com/CaffeineMC/sodium/blob/dev/LICENSE.md","Custom (LicenseRef)","https://modrinth.com/mod/sodium","ModrinthCustom"
"sophisticatedbackpacks-1.21.1-3.25.65.1955.jar","False","","NeoForge","sophisticatedbackpacks, sophisticatedcore, neoforge, minecraft","Sophisticated Backpacks","3.25.65","P3pp3rF1y, Ridanisaurus","Created by P3pp3rF1y and art by Ridanisaurus.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/sophisticated-backpacks","https://github.com/P3pp3rF1y/SophisticatedBackpacks/issues","","0","","","","False","","9a2047029282e163562a1d5b3062a947f0d4ea1b","v0.0.1-Alpha","TyCTlI4b","sophisticated-backpacks","Sophisticated Backpacks","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/sophisticated-backpacks","Match"
"sophisticatedbackpackscreateintegration-1.21.1-0.1.7.119.jar","False","","NeoForge","sophisticatedbackpackscreateintegration, sophisticatedbackpacks, create, jei, neoforge, minecraft","Sophisticated Backpacks Create Integration","0.1.7","P3pp3rF1y","Created by P3pp3rF1y.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/sophisticated-backpacks-create-integration","https://github.com/P3pp3rF1y/SophisticatedBackpacksCreateIntegration/issues","","0","","","","False","","6e90604534df1a572cf2ed6c2d62214ce30ec9a6","v0.0.1-Alpha","s85zLEDe","sophisticated-backpacks-create-integration","Sophisticated Backpacks Create Integration","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/sophisticated-backpacks-create-integration","Match"
"sophisticatedcore-1.21.1-1.4.62.2079.jar","False","","NeoForge","sophisticatedcore, neoforge, minecraft","Sophisticated Core","1.4.62","P3pp3rF1y","Created by P3pp3rF1y","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/sophisticated-core","https://github.com/P3pp3rF1y/SophisticatedCore/issues","","0","","","","False","","55da5d4763e563d48a66c0b4405d8034953b090a","v0.0.1-Alpha","nmoqTijg","sophisticated-core","Sophisticated Core","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/sophisticated-core","Match"
"sophisticatedstorage-1.21.1-1.5.65.1903.jar","False","","NeoForge","sophisticatedstorage, sophisticatedcore, jei, neoforge, minecraft","Sophisticated Storage","1.5.65","P3pp3rF1y, Ridanisaurus","Created by P3pp3rF1y and art by Ridanisaurus.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/sophisticated-storage","https://github.com/P3pp3rF1y/SophisticatedStorage/issues","","0","","","","False","","36f40b3c89eb622caa57d9b77c097a9bed1e0dda","v0.0.1-Alpha","hMlaZH8f","sophisticated-storage","Sophisticated Storage","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/sophisticated-storage","Match"
"sophisticatedstoragecreateintegration-1.21.1-0.1.17.132.jar","False","","NeoForge","sophisticatedstoragecreateintegration, sophisticatedstorage, create, jei, neoforge, minecraft","Sophisticated Storage Create Integration","0.1.17","P3pp3rF1y","Created by P3pp3rF1y.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/sophisticated-storage-create-integration","https://github.com/P3pp3rF1y/SophisticatedStorageCreateIntegration/issues","","0","","","","False","","afabee69117b0cd50184579af33d80d096f4a9c6","v0.0.1-Alpha","MJ0hdevs","sophisticated-storage-create-integration","Sophisticated Storage Create Integration","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/sophisticated-storage-create-integration","Match"
