"File","Nested","ContainerJar","Loader","ModIds","DisplayName","Version","Authors","Credits","LicenseDeclared","LicenseNormalized","LicenseCategory","Homepage","IssueTracker","BundledLicenseFiles","Sha1","PackVersion"
"pylons-1.21.1-5.4.2.jar","False","","NeoForge","pylons, neoforge, minecraft","Pylons","5.4.2","","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/pylons","https://github.com/jeremiahwinsley/pylons/issues","","7a17b8fda2557c9466bc871403ba3b6ea5990e58","v0.0.1-Alpha"
"Quark-4.1-481.jar","False","","NeoForge","quark, neoforge, zeta, biolith, lootr","Quark","4.1-481","Vazkii, WireSegal, MCVinnyq, Sully","","https://github.com/VazkiiMods/Quark/blob/master/LICENSE.md","https://github.com/VazkiiMods/Quark/blob/master/LICENSE.md","Custom (URL)","","https://github.com/VazkiiMods/Quark","","20ca15ad273d2476b7339f395f33968960da4c2b","v0.0.1-Alpha"
"railways-0.3.0-beta+neoforge-mc1.21.1.jar","False","","NeoForge","railways, neoforge, minecraft, create, hexcasting, voicechat","Create: Steam 'n' Rails 1.21.1","0.3.0-beta+neoforge-mc1.21.1","PoppyBlossom, Chameleon538, gblfxt","","LGPL-3.0 license","LGPL","Weak copyleft","","https://github.com/Porters-of-Railways/Railway-1.21.1/issues","","ad4be9a8c1da84e77f8113eefa394833d6305309","v0.0.1-Alpha"
"Rainbows-1.21-1.5.jar","False","","NeoForge","rainbows, tfc, aether, aether_ii, neoforge, minecraft","Rainbows","1.5","Verph","","BSD 2","BSD","Permissive","https://www.curseforge.com/minecraft/mc-mods/rainboows","","","82a789be56ea483e0ca94454c780da0b47e937d1","v0.0.1-Alpha"
"rechiseled-1.2.5-neoforge-mc1.21.jar","False","","NeoForge","rechiseled, neoforge, minecraft, supermartijn642corelib, supermartijn642configlib, fusion","Rechiseled","1.2.5","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/rechiseled","https://github.com/SuperMartijn642/Rechiseled/issues","","ed2973c6952caa3173259314276b5b9d72880494","v0.0.1-Alpha"
"rechiseledcreate-1.1.1-neoforge-mc1.21.jar","False","","NeoForge","rechiseledcreate, neoforge, minecraft, supermartijn642corelib, rechiseled, create","Rechiseled: Create","1.1.1","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/rechiseled","https://github.com/SuperMartijn642/Rechiseled/issues","","6f7e53f39eb477d7cee8e21af215cd3db698deda","v0.0.1-Alpha"
"redstonepen-1.21-neoforge-1.11.42.jar","False","","NeoForge","redstonepen, neoforge, minecraft","Redstone Pen","1.11.42","wilechaote","The Smiths and Weavers of the World.","MIT","MIT","Permissive","https://github.com/stfwi/redstonepen","https://github.com/stfwi/redstonepen/issues/","","4c9a706061c0e303a02431905a4fbb63c28d14be","v0.0.1-Alpha"
"reeses-sodium-options-neoforge-2.2.3+mc1.21.1.jar","False","","NeoForge","reeses_sodium_options, minecraft, sodium, controlify, sodiumoptionsapi","Reese's Sodium Options","2.2.3+mc1.21.1","FlashyReese","","MIT","MIT","Permissive","","","LICENSE.txt","904f815b1f5c48703c354d432fcbc3531022337f","v0.0.1-Alpha"
"refinedstorage-jei-integration-neoforge-1.0.0.jar","False","","NeoForge","refinedstorage_jei_integration, refinedstorage, jei","Refined Storage - JEI Integration","1.0.0","Refined Mods","","MIT","MIT","Permissive","https://refinedmods.com/refined-storage/addons/just-enough-items.html","https://github.com/refinedmods/refinedstorage-jei-integration","LICENSE.md","40dd3e88285159c99d32f6b677af4d214f58b906","v0.0.1-Alpha"
"refinedstorage-neoforge-2.0.9.jar","False","","NeoForge","refinedstorage, neoforge","Refined Storage","2.0.9","Refined Mods","","MIT","MIT","Permissive","https://refinedmods.com/refined-storage","https://github.com/refinedmods/refinedstorage2","LICENSE.md","59d8e734ccb6eaab4cdf04093c55872af7a3e23a","v0.0.1-Alpha"
"refinedstorage-quartz-arsenal-neoforge-1.0.8.jar","False","","NeoForge","refinedstorage_quartz_arsenal, refinedstorage","Refined Storage - Quartz Arsenal","1.0.8","Refined Mods","","MIT","MIT","Permissive","https://refinedmods.com/refined-storage/addons/quartz-arsenal.html","https://github.com/refinedmods/refinedstorage-quartz-arsenal","LICENSE.md","510c20c2b4531ceaa99f19ba6bc4671650df7a81","v0.0.1-Alpha"
"refurbished_furniture-neoforge-1.21.1-1.0.22.jar","False","","NeoForge","refurbished_furniture, neoforge, minecraft, framework","MrCrayfish's Furniture Mod: Refurbished","1.0.22","MrCrayfish","","MIT","MIT","Permissive","https://mrcrayfish.com/mods/furniture_refurbished","","","6c209e6b755ff26218efd55aedf2dea49183d29b","v0.0.1-Alpha"
"regions-unexplored-0.6.1-neoforge-21.1.jar","False","","NeoForge","lithostitched, regions_unexplored","Regions Unexplored","0.6.1","Apollo, UHQ_Games","Contributors: KelloVerra (Texture Artist), KirboSoftware, voidsongdragonfly","All Rights Reserved","All Rights Reserved","ARR - check terms","https://modrinth.com/mod/regions-unexplored","https://github.com/Apollounknowndev/RegionsUnexplored/issues","","f238d4e0dee45e9ccbb5fea7c9c3c65017160fee","v0.0.1-Alpha"
"relics-1.21.1-0.12.8.jar","False","","NeoForge","relics, minecraft, neoforge, curios, octolib","Relics","0.12.8","SSKirillSS","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/relics-mod","https://discord.gg/pHren9yxzW","","1fe7d57ebfa56ebd0aeecfed01075f8b55b94ef7","v0.0.1-Alpha"
"reliquified_artifacts-1.21.1-1.0.7.jar","False","","NeoForge","reliquified_artifacts, minecraft, neoforge, curios, octolib, artifacts, relics","reliquified_artifacts","1.0.7","Octo-Studios","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/reliquified_artifacts","https://discord.gg/pHren9yxzW","","b05a777e47d17c645aab551a3ccb759340530a51","v0.0.1-Alpha"
"resourcefulconfig-neoforge-1.21-3.0.11.jar","False","","NeoForge","resourcefulconfig, neoforge, minecraft","Resourcefulconfig","3.0.11","","","MIT","MIT","Permissive","","https://github.com/Team-Resourceful/Resourceful-Config/issues","","6bf2b6ea9c071c00a2abcdc552667fb6f7d21031","v0.0.1-Alpha"
"resourcefullib-neoforge-1.21-3.0.12.jar","False","","NeoForge","resourcefullib, neoforge, minecraft","Resourceful Lib","3.0.12","ThatGravyBoat, Epic_Oreo","","MIT","MIT","Permissive","","https://github.com/Team-Resourceful/ResourcefulLib/issues/new/choose","","24389c8e48ff0e8594e4686b750c494c66a5f8df","v0.0.1-Alpha"
"revelationary-neoforge-1.5.0+1.21.1.jar","False","","NeoForge","revelationary, neoforge, minecraft","Revelationary","1.5.0+1.21.1","DaFuqs","","lGPL3","LGPL","Weak copyleft","https://github.com/DaFuqs/Revelationary","https://github.com/DaFuqs/Revelationary/issues","","e87eb734a2e549e73b91ad1dd0cfa024208e47cd","v0.0.1-Alpha"
"rftoolsbase-1.21-6.0.11.jar","False","","NeoForge","rftoolsbase, neoforge, mcjtylib","RFToolsBase","${file.jarVersion}","McJty","","MIT License https://github.com/McJtyMods/RFToolsBase/blob/1.16/LICENCE","MIT","Permissive","http://github.com/McJtyMods/RFToolsBase/","http://github.com/McJtyMods/RFToolsBase/issues","","9614bdc12d6c633801b254a983d30dd4cbeb5aee","v0.0.1-Alpha"
"rhino-2101.2.7-build.85.jar","False","","NeoForge","rhino","Rhino","2101.2.7-build.85","latvian.dev, Mozilla","","MPL-2.0","MPL-2.0","Weak copyleft","https://kubejs.com","https://kubejs.com/support?source=rhino&mc=2101&loader=neoforge","","3c8d34c7efe9e42fc90506acbf9fc842d36f9a42","v0.0.1-Alpha"
"ritchiesprojectilelib-2.1.2+mc.1.21.1-neoforge.jar","False","","NeoForge","ritchiesprojectilelib, neoforge, minecraft","Ritchie's Projectile Library","2.1.2","rbasamoyai","","MIT License","MIT","Permissive","","https://github.com/Wagers-of-Industrial-Warfare/RitchiesProjectileLib/issues","","ec2e4996f8bee8714173e603e379fef8a6901765","v0.0.1-Alpha"
"sable-neoforge-1.21.1-2.0.3.jar","False","","NeoForge","sable, neoforge, minecraft, flywheel, create, sablecompanion, sodium, scalablelux, littletiles","Sable","2.0.3","RyanHCode","Ocelot, Eriksonn, Cyvack, Bee, Kyan, Cake, Rhyguy1","PolyForm Shield License 1.0.0","PolyForm Shield License 1.0.0","Custom - review manually","","https://github.com/ryanhcode/sable/issues","LICENSE.md","f3ba9a497122ba29d9e94ebe6f9a3a3aaa5fa756","v0.0.1-Alpha"
"ScalableCatsForce-NeoForge-3.7.1-build-11-with-library.jar","False","","Unknown / not a mod","","","","","","","UNDECLARED","Unknown","","","LICENSE; NOTICE","b96d133a016dde480458d6102d66353c7eeacf6a","v0.0.1-Alpha"
"Searchables-neoforge-1.21.1-1.0.2.jar","False","","NeoForge","searchables, neoforge, minecraft","Searchables","1.0.2","Jaredlll08","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/searchables","https://github.com/jaredlll08/searchables/issues","LICENSE","5b8a0b43a474c066371b2e16f9bfb88622552a74","v0.0.1-Alpha"
"silent-gear-1.21.1-neoforge-4.2.1.1.jar","False","","NeoForge","silentgear, neoforge, minecraft, silentlib","Silent Gear","4.2.1.1","SilentChaos512","","MIT","MIT","Permissive","https://github.com/SilentChaos512/Silent-Gear/blob/1.21.x/README.md","https://github.com/SilentChaos512/Silent-Gear/issues","","928064b09748d6e963077c114d65f5ce79aff581","v0.0.1-Alpha"
"silent-lib-1.21.1-neoforge-10.6.0.jar","False","","NeoForge","silentlib, neoforge, minecraft","Silent Lib","10.6.0","SilentChaos512","","MIT","MIT","Permissive","https://github.com/SilentChaos512/SilentLib/blob/1.21.x/README.md","https://github.com/SilentChaos512/SilentLib/issues","","991055113a165bef7d0b620c091165d55f7dbb24","v0.0.1-Alpha"
"silentgems-1.21.1-neoforge-5.1.3.jar","False","","NeoForge","silentgems, neoforge, minecraft, silentgear","Silent's Gems","5.1.3","SilentChaos512","","MIT","MIT","Permissive","https://github.com/SilentChaos512/SilentGems/blob/1.21.x/README.md","https://github.com/SilentChaos512/SilentGems/issues","","a296507e45f2a71cfc1e6cfcc6692340c4c4d913","v0.0.1-Alpha"
"simulatedcoasters-0.1.3.jar","False","","NeoForge","simulatedcoasters, neoforge, minecraft, create, flywheel, sable","Create: Coasters Simulated","0.1.3","","","MIT","MIT","Permissive","","","","bb566a54e1c6e3e13a465ec32e319f61c5637ed2","v0.0.1-Alpha"
"skinlayers3d-neoforge-1.11.2-mc1.21.1.jar","False","","NeoForge","skinlayers3d, minecraft, neoforge","3d-Skin-Layers","1.11.2","tr7zw","","tr7zw Protective License","tr7zw Protective License","Custom - review manually","https://modrinth.com/mod/3dskinlayers","https://github.com/tr7zw/3d-skin-layers/issues","LICENSE","d688d428ba72a5bd57b44d8954793c59d8576838","v0.0.1-Alpha"
"sky_aesthetics-neoforge-2.0.13-beta.jar","False","","NeoForge","sky_aesthetics, neoforge, minecraft","Sky Aesthetics","2.0.13-beta","The Stellaris Team","","Insert License Here","Insert License Here","Custom - review manually","","https://github.com/TathanDev/SkyAesthetics/issues","","d3c8c031770bdced5bd59fc8071cc9a13c81f1cd","v0.0.1-Alpha"
"sliceanddice-neoforge-4.3.2.jar","False","","NeoForge","sliceanddice, neoforge, minecraft, kotlinforforge, atmosphere, create, create_enchantment_industry","Create Slice & Dice","4.3.2","possible_triangle","","https://github.com/pssbletrngle/sliceanddice/blob/main/1.21.x/LICENSE.md","https://github.com/pssbletrngle/sliceanddice/blob/main/1.21.x/LICENSE.md","Custom (URL)","","https://github.com/pssbletrngle/sliceanddice/issues","","ba4a47438623e78739d125b733971121ad14915e","v0.0.1-Alpha"
"SmartBrainLib-neoforge-1.21.1-1.16.11.jar","False","","NeoForge","smartbrainlib, neoforge, minecraft","SmartBrainLib","1.16.11","Tslat","","MPL-2.0","MPL-2.0","Weak copyleft","","https://github.com/Tslat/SmartBrainLib/issues","","0310135a01eeceefbc7f1ab017498a65f3ad6836","v0.0.1-Alpha"
"smarterfarmers-1.21-2.2.4-neoforge.jar","False","","NeoForge","smarterfarmers, neoforge, minecraft, moonlight","Smarter Farmers","1.21-2.2.4","MehVahdJukaar","MehVahdJukaar","Supplementaries Team License v.1.4","Supplementaries Team License v.1.4","Custom - review manually","","https://github.com/MehVahdJukaar/smarter_farmers/issues","","49e58b648cfe1e5d6623b1b2c3ce5aca0b8c08df","v0.0.1-Alpha"
"sodium-extra-neoforge-0.9.3+mc1.21.1.jar","False","","NeoForge","sodium_extra, minecraft, sodium, greenlight","Sodium Extra","0.9.3+mc1.21.1","FlashyReese","","LGPLv3","LGPL","Weak copyleft","","","LICENSE.txt","3aaac7712521b477acc73757459b3883c4e0bbda","v0.0.1-Alpha"
"sodium-neoforge-0.8.12+mc1.21.1.jar","False","","NeoForge","sodium, minecraft, neoforge, embeddium","Sodium","0.8.12+mc1.21.1","JellySquid (jellysquid3), IMS212","bytzo, PepperCode1, FlashyReese, altrisi, Grayray75, Madis0, Johni0702, comp500, coderbot16, Moulberry, MCRcortex, Altirix, embeddedt, pajicadvance, Kroppeb, douira, burgerindividual, TwistedZero, Leo40Git, haykam821, muzikbike","Polyform-Shield-1.0.0","Polyform-Shield-1.0.0","Custom - review manually","","","LICENSE.md","762251ab3d6825d5accfd89c3f02f1145376105e","v0.0.1-Alpha"
"sophisticatedbackpacks-1.21.1-3.25.65.1955.jar","False","","NeoForge","sophisticatedbackpacks, sophisticatedcore, neoforge, minecraft","Sophisticated Backpacks","3.25.65","P3pp3rF1y, Ridanisaurus","Created by P3pp3rF1y and art by Ridanisaurus.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/sophisticated-backpacks","https://github.com/P3pp3rF1y/SophisticatedBackpacks/issues","","9a2047029282e163562a1d5b3062a947f0d4ea1b","v0.0.1-Alpha"
"sophisticatedbackpackscreateintegration-1.21.1-0.1.7.119.jar","False","","NeoForge","sophisticatedbackpackscreateintegration, sophisticatedbackpacks, create, jei, neoforge, minecraft","Sophisticated Backpacks Create Integration","0.1.7","P3pp3rF1y","Created by P3pp3rF1y.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/sophisticated-backpacks-create-integration","https://github.com/P3pp3rF1y/SophisticatedBackpacksCreateIntegration/issues","","6e90604534df1a572cf2ed6c2d62214ce30ec9a6","v0.0.1-Alpha"
"sophisticatedcore-1.21.1-1.4.62.2079.jar","False","","NeoForge","sophisticatedcore, neoforge, minecraft","Sophisticated Core","1.4.62","P3pp3rF1y","Created by P3pp3rF1y","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/sophisticated-core","https://github.com/P3pp3rF1y/SophisticatedCore/issues","","55da5d4763e563d48a66c0b4405d8034953b090a","v0.0.1-Alpha"
"sophisticatedstorage-1.21.1-1.5.65.1903.jar","False","","NeoForge","sophisticatedstorage, sophisticatedcore, jei, neoforge, minecraft","Sophisticated Storage","1.5.65","P3pp3rF1y, Ridanisaurus","Created by P3pp3rF1y and art by Ridanisaurus.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/sophisticated-storage","https://github.com/P3pp3rF1y/SophisticatedStorage/issues","","36f40b3c89eb622caa57d9b77c097a9bed1e0dda","v0.0.1-Alpha"
"sophisticatedstoragecreateintegration-1.21.1-0.1.17.132.jar","False","","NeoForge","sophisticatedstoragecreateintegration, sophisticatedstorage, create, jei, neoforge, minecraft","Sophisticated Storage Create Integration","0.1.17","P3pp3rF1y","Created by P3pp3rF1y.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/sophisticated-storage-create-integration","https://github.com/P3pp3rF1y/SophisticatedStorageCreateIntegration/issues","","afabee69117b0cd50184579af33d80d096f4a9c6","v0.0.1-Alpha"
"sound-physics-remastered-neoforge-1.21.1-1.5.1.jar","False","","NeoForge","sound_physics_remastered, neoforge, minecraft, cloth_config, voicechat","Sound Physics Remastered","1.21.1-1.5.1","Sonic Ether, vlad2305m, Max Henkel","Sonic Ether, vlad2305m","GPL","GPL","Strong copyleft","https://www.curseforge.com/minecraft/mc-mods/sound-physics-remastered","https://github.com/henkelmax/sound-physics-remastered/issues","","a5ac35ccb902231047709530a5708fb71dc3e3b5","v0.0.1-Alpha"
"spark-1.10.124-neoforge.jar","False","","NeoForge","spark, neoforge","spark","1.10.124","Luck","","GPLv3","GPL","Strong copyleft","","","","9430cc2ab64ff89d698be593769fb9f9ee4efae6","v0.0.1-Alpha"
"Sparkweave-NeoForge-0.510.0.jar","False","","NeoForge","sparkweave","Sparkweave Engine","0.510.0","Up","","https://github.com/Up-Mods/Sparkweave/blob/HEAD/LICENSE.md","https://github.com/Up-Mods/Sparkweave/blob/HEAD/LICENSE.md","Custom (URL)","https://www.curseforge.com/projects/911456","https://github.com/Up-Mods/Sparkweave/issues","LICENSE_sparkweave.md","012d4308400c2c467374c5b36b86bb0c55582496","v0.0.1-Alpha"
"SpectralDecorations-1.9.0-1.21.1-neo.jar","False","","NeoForge","spectral_decorations, neoforge, minecraft, spectrum","Spectral Decorations","1.9.0-1.21.1-neo","Brothers_trouble, Garbage Data, Detrilogue , DaFuqs","","lGPL3","LGPL","Weak copyleft","https://github.com/DaFuqs/SpectralDecorations","https://github.com/DaFuqs/SpectralDecorations/issues","LICENSE_SpectralDecorations","11e5413d33730f20375afe01dba791a510defc14","v0.0.1-Alpha"
"spectrum-1.11.8-1.21.1-neo.jar","False","","NeoForge","spectrum, neoforge, minecraft, revelationary, modonomicon, curios, malum, pastel","Spectrum","1.11.8-1.21.1-neo","DaFuqs, Azzyypaaras, Noaaan, Electro_593","","lGPL3","LGPL","Weak copyleft","https://github.com/DaFuqs/Spectrum","https://github.com/DaFuqs/Spectrum/issues","","589f92a09e616202305cc81b3681735a4e9bee85","v0.0.1-Alpha"
"SpectrumJEI-21.1.9+neoforge.jar","False","","NeoForge","spectrumjei, minecraft, jei, jeidrawables, spectrum, rei_plugin_compatibilities, emi","SpectrumJEI","21.1.9+neoforge","TheLMiffy1111","","LGPL-3.0-only","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/spectrumjei","https://github.com/TheLMiffy1111/SpectrumJEI/issues","","3e78dc4365e035973892bcaa57e40443391bfbe2","v0.0.1-Alpha"
"spiffyhud_neoforge_3.1.2_MC_1.21.1.jar","False","","NeoForge","spiffyhud, konkrete, fancymenu, neoforge, minecraft","SpiffyHUD","3.1.2","Keksuccino","","DSMSLv3 (DON'T SNATCH MA STUFF LICENSE v3)","DSMSLv3 (DON'T SNATCH MA STUFF LICENSE v3)","Custom - review manually","","","","3a134fad050b39eab0d98a120dac5d0386fd50c3","v0.0.1-Alpha"
"stellaris-1.21-neoforge-1.4.25.jar","False","","NeoForge","stellaris, neoforge, minecraft, architectury, potentials, sky_aesthetics","Stellaris","1.4.25","The Stellaris Team","","CC BY-NC-SA 4.0","CC BY-NC-SA","CC (non-commercial)","","https://github.com/st0x0ef/Stellaris/issues","","d1d5801d054b7ba0b22ce2b35d8d4ec5a5e43401","v0.0.1-Alpha"
"StorageDrawers-neoforge-1.21.1-13.11.4.jar","False","","NeoForge","storagedrawers, minecraft, neoforge","Storage Drawers","13.11.4","Texelsaur","","MIT","MIT","Permissive","https://minecraft.curseforge.com/projects/storagedrawers","https://github.com/jaquadro/StorageDrawers/issues","LICENSE","b8e11e3d1fd63fd1a0d9277ec3f966c7e5cff385","v0.0.1-Alpha"
"Structory_26.1_v1.3.16.jar","False","","NeoForge","structory, minecraft","Structory","1.3.16","Stardust Labs","Botany: Owner. Starmute: Developer. catter1: Maintainer.","Stardust Labs License","Stardust Labs License","Custom - review manually","https://www.stardustlabs.net/","https://github.com/Stardust-Labs-MC/Structory/issues","license.txt","ee48f145a3a09fdb3f492576cbc21ed26abc74bb","v0.0.1-Alpha"
"Structory_Towers_26.1_v1.0.16.jar","False","","NeoForge","structory_towers, minecraft","Structory: Towers","1.0.16","Stardust Labs","Botany: Owner. Starmute: Developer. catter1: Maintainer.","Stardust Labs License","Stardust Labs License","Custom - review manually","https://www.stardustlabs.net/","https://github.com/Stardust-Labs-MC/Structory-Towers/issues","license.txt","ed22fe659cb3020f2e86b7619ce721714b9546be","v0.0.1-Alpha"
"structurize-1.0.832-1.21.1-snapshot.jar","False","","NeoForge","structurize, neoforge, minecraft, blockui, domum_ornamentum","Structurize","1.0.832-1.21.1-snapshot","LDT Team","Every coffee anyone ever drank!","GPL 3.0","GPL","Strong copyleft","https://minecolonies.com/","https://github.com/ldtteam/structurize/issues/new/choose","","96f0c0d236ac3bfb361cbb05d0b0c140fb77d3d5","v0.0.1-Alpha"
"Super Factory Manager (SFM)-MC1.21.1-4.34.0.jar","False","","NeoForge","sfm, neoforge, minecraft, mekanism","Super Factory Manager (SFM)","4.34.0","TeamDman","","Mozilla Public License Version 2.0","MPL-2.0","Weak copyleft","","https://github.com/TeamDman/SuperFactoryManager/issues","","1c170062c486bd25a1161571b6c3cf9e6371611b","v0.0.1-Alpha"
"supermartijn642configlib-1.1.8-neoforge-mc1.21.jar","False","","NeoForge","supermartijn642configlib, neoforge, minecraft","SuperMartijn642's Config Library","1.1.8","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/supermartijn642s-config-lib","https://github.com/SuperMartijn642/SuperMartijn642sConfigLib/issues","","07452242e389975e8a88b97066f4bae6a4ebe574","v0.0.1-Alpha"
"supermartijn642corelib-1.1.21-neoforge-mc1.21.jar","False","","NeoForge","supermartijn642corelib, neoforge, minecraft","SuperMartijn642's Core Lib","1.1.21","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/supermartijn642s-core-lib","https://github.com/SuperMartijn642/SuperMartijn642sCoreLib/issues","","84802fbe1645de8caf61ccb07db6cf451e614f68","v0.0.1-Alpha"
"supplementaries-neoforge-1.21.1-3.7.4.jar","False","","NeoForge","supplementaries, neoforge, minecraft, moonlight, create, amendments, sodium","Supplementaries","1.21.1-3.7.4","MehVahdJukaar, Plantkillable","Put a book named 'credits' inside a notice board","Supplementaries Team License v.1.5","Supplementaries Team License v.1.5","Custom - review manually","","https://github.com/MehVahdJukaar/supplementaries/issues","LICENSE_Supplementaries.md","5760d4a60b539a94ef7a19ae17ccc22818979780","v0.0.1-Alpha"
"TerraBlender-neoforge-1.21.1-4.1.0.8.jar","False","","NeoForge","terrablender, neoforge","TerraBlender","${file.jarVersion}","Adubbz","Joseph T. McQuigg","LGPLv3","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/terrablender","https://github.com/Glitchfiend/TerraBlender/issues","","744394d979b422be560babf9df7a6800ede9ac5b","v0.0.1-Alpha"
"tesseract-api-neoforge-1.12.13-1.21.1.jar","False","","NeoForge","tesseract_api, neoforge, modern_industrialization","Tesseract API","1.12.13-1.21.1","Swedz","","MIT","MIT","Permissive","https://github.com/Swedz/tesseract-neoforge","https://github.com/Swedz/tesseract-neoforge/issues","LICENSE","b91a7915bdd4def97aaa1040b690e71858a766b3","v0.0.1-Alpha"
"tfmg-1.2.0.jar","False","","NeoForge","tfmg, neoforge, minecraft, create","Create: The Factory Must Grow","1.2.0","DrMangoTea, Pepa, Luna","","MIT","MIT","Permissive","","","","b520f3687f60a69eb265ff5b9a16759b9e124103","v0.0.1-Alpha"
"the_bumblezone-7.15.0+1.21.1-neoforge.jar","False","","NeoForge","the_bumblezone","The Bumblezone","7.15.0+1.21.1-neoforge","TelepathicGrunt","Thanks to Commoble for suggesting this awesome name for this mod! Special thanks to all the Forge tutorials and debugging help from other modders to help make this mod possible!","MIT","MIT","Permissive","https://www.curseforge.com/projects/362479","https://github.com/TelepathicGrunt/Bumblezone/issues","LICENSE.txt; LICENSE_ASSETS.txt","94c3eca6360f65c641a3b869cc5be27ac4f3d1bd","v0.0.1-Alpha"
"The_Undergarden-1.21.1-0.9.6.jar","False","","NeoForge","undergarden, neoforge, minecraft","The Undergarden","0.9.6","quek","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/the-undergarden","https://github.com/quek04/The-Undergarden/issues","","75f1753eefa0b7b8e3afd7377deaf9fe71392476","v0.0.1-Alpha"
"theurgy_kubejs-1.21.1-neoforge-1.5.1.jar","False","","NeoForge","theurgy_kubejs, neoforge, theurgy, kubejs","Theurgy KubeJS","1.5.1","Kli Kli","See https://github.com/klikli-dev/theurgy-kubejs#licensing","MIT AND CC-BY-4.0","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/theurgy-kubejs","https://github.com/klikli-dev/theurgy-kubejs/issues","","f65ff740fd866275c1e9b3e10c7bee895025bd5e","v0.0.1-Alpha"
"theurgy-1.21.1-neoforge-1.73.1.jar","False","","NeoForge","theurgy, neoforge, modonomicon, almostunified, geckolib, jei, jade","Theurgy","1.73.1","Kli Kli","See https://github.com/klikli-dev/theurgy#licensing","MIT AND CC-BY-4.0","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/theurgy","https://github.com/klikli-dev/theurgy/issues","","8ce405ecd5e98c3e6b7d8aed2746e04c7e4d7b67","v0.0.1-Alpha"
"titanium-1.21-4.0.43.jar","False","","NeoForge","titanium, neoforge","Titanium","${file.jarVersion}","TheCodedOne, Buuz135","","GNU LESSER GENERAL PUBLIC LICENSE","GNU LESSER GENERAL PUBLIC LICENSE","Custom - review manually","","","LICENSE.txt; LICENSE.html","e2f62d1bcdd38dd91679a2114e9946d9415746ee","v0.0.1-Alpha"
"ToughAsNails-neoforge-1.21.1-10.1.0.13.jar","False","","NeoForge","toughasnails, neoforge, glitchcore, sereneseasons","Tough As Nails","10.1.0.13","Adubbz, Forstride","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/tough-as-nails","https://github.com/Glitchfiend/ToughAsNails/issues","","38046bbfcd35cb1eb2bd17d9a9c3428b9750a82a","v0.0.1-Alpha"
"towntalk-1.2.0.jar","False","","NeoForge","towntalk, neoforge, minecraft","Towntalk","1.2.0","LDTTeam","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","6866d898938bdde1a17fadee16983c0c6071eac6","v0.0.1-Alpha"
"trashcans-1.0.18c-neoforge-mc1.21.jar","False","","NeoForge","trashcans, neoforge, minecraft, supermartijn642corelib, supermartijn642configlib","Trash Cans","1.0.18+c","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/trash-cans","https://github.com/SuperMartijn642/TrashCans/issues","","8e853e0784b01b36b4503ef5599be2724be74b07","v0.0.1-Alpha"
"trashslot-neoforge-1.21.1-21.1.11.jar","False","","NeoForge","trashslot, neoforge, minecraft, balm","TrashSlot","21.1.11","BlayTheNinth","BlayTheNinth","All Rights Reserved","All Rights Reserved","ARR - check terms","https://mods.twelveiterations.com/minecraft/trashslot","https://github.com/TwelveIterations/TrashSlot/issues","LICENSE_TrashSlot","ce09d0128e6a7d225e731e1307f9c1deddac209a","v0.0.1-Alpha"
"TravelersTitles-1.21.1-NeoForge-5.1.3.jar","False","","NeoForge","travelerstitles, minecraft, neoforge, yungsapi","Traveler's Titles","1.21.1-NeoForge-5.1.3","YUNGNICKYOUNG","Thanks so much to all my patrons!","LGPLv3","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/travelers-titles-neoforge","https://github.com/yungnickyoung/Travelers-Titles","LICENSE_TravelersTitles","166cba4d367c6dd103d1d5dcab7a31174bec799e","v0.0.1-Alpha"
